avg_PR,avg_PR_val,max_PR,max_PR_val,median_PR,median_PR_val,min_PR,min_PR_val,avg_AR,avg_AR_val,max_AR,max_AR_val,median_AR,median_AR_val,min_AR,min_AR_val
James B. Wyngaarden,2.879094833,Todd D. Taylor,179.527591,Harry A. Guess,0.6456095,Olivier Dériaz,0.15,J. Milburn Jessup,1.571677741,P.-G. De Gennes,81.5755375,John M.C. Gutteridge,0.433645,Olivier Dériaz,0.15
Anita L. Stewart,2.87779446,Elaine R. Mardis,179.527591,Rosemary Biggs,0.64546075,Olivier Dutour,0.15,Arnold Oliphant,1.567870935,T. A. Jones,81.1931735,W Grossman,0.43359825,Olivier Dutour,0.15
Ching W. Tang,2.877230368,Daniel G. Brown,179.527591,David A. Karnofsky,0.6454565,Olivier Fruchart,0.15,John M. Leonard,1.566748327,Morten Kjeldgaard,81.1931735,Anne H. Fossel,0.43351325,Olivier Fruchart,0.15
Brygg Ullmer,2.877083333,Susan Lucas,179.527591,Sharon W. Weiss,0.6453035,Olivier Gaide,0.15,Robin Humphry-Baker,1.566079748,P. Kumar,81.0451375,Nils-Erik Andén,0.4334495,Olivier Gaide,0.15
R Peto,2.875307251,Patrick Minx,179.527591,J M Bishop,0.64521,Olivier Gandrillon,0.15,Marco Punta,1.56530865,Scott V. Tingey,80.8902845,Lily Yeh Jan,0.4332795,Olivier Gandrillon,0.15
Reubin Andres,2.875269917,Raju Kucherlapati,179.527591,E. Francis Cook,0.644955,Olivier Godet,0.15,David B. Jaffe,1.563262915,Virginia J. Howard,80.888814,Ralph M. Steinman,0.4330415,Olivier Godet,0.15
Guy Plunkett,2.874131,Simon Kasif,179.527591,Rik Derynck,0.6441645,Olivier Groussin,0.15,A E Weyman,1.563192575,Nathan D. Wong,80.888814,Steven M. Reppert,0.432948,Olivier Groussin,0.15
Yuval Eshed,2.873100375,Arian Smit,179.527591,Alan H. Sharp,0.6434845,Olivier Gribouval,0.15,Michael Ashburner,1.562676246,Mercedes R. Carnethon,80.888814,Janet V. Passonneau,0.43294375,Olivier Gribouval,0.15
Sanford L. Palay,2.872748479,Stephen E. Fienberg,179.5194735,Gerald A. M. Finerman,0.643459,Olivier Grenet,0.15,Morris W. Foster,1.562584216,Julia Steinberger,80.888814,J. John Sepkoski,0.4328715,Olivier Grenet,0.15
Daniel McGee,2.870469451,Charles R. Scriver,178.606055,Avram Hershko,0.643374,Olivier Govaere,0.15,Jeffrey S. Beck,1.561264113,O'Donnell Cj,80.888814,Minze Stuiver,0.432778,Olivier Govaere,0.15
Thomas D. Willis,2.867266375,James B. Wyngaarden,178.606055,Max Halperin,0.643085,Olivier Gout,0.15,K Matsushima,1.560224955,Susan M. Hailpern,80.888814,Suzanne M. Paley,0.4327185,Olivier Gout,0.15
Hilary A. Coller,2.866393385,Li B,178.583309,Sean R. Eddy,0.642762,Olivier Goureau,0.15,Lynn A. G. Ries,1.5597135,James B. Meigs,80.888814,Donner F. Babcock,0.43257825,Olivier Goureau,0.15
Jean-Roger Le Gall,2.866112558,Harry Eagle,178.0328065,Jean-Paul Revel,0.6425835,Olivier Gourdon,0.15,Franklin Kim,1.557983118,Judith Wylie-Rosett,80.888814,Millicent Higgins,0.43247625,Olivier Gourdon,0.15
Zemin Ning,2.862676172,J. Michael Shull,177.595031,Earl L. Diamond,0.642558,Olivier Goulet,0.15,Hilary King,1.557253077,Wayne D. Rosamond,80.888814,John S. Spika,0.43188125,Olivier Goulet,0.15
R. W. Butcher,2.861825615,R. Kaul,176.686806,David A. Hungerford,0.642252,Olivier Godefroy,0.15,Robert Axelrod,1.555574803,Robert J. Adams,80.888814,Warren E. Ross,0.43186,Olivier Godefroy,0.15
Dominic A. Scudiero,2.858181852,N. Anderson,176.493873,P R Larsen,0.642065,Olivier Garraud,0.15,Adam Auton,1.555521603,Brett Kissela,80.888814,Ronald K. Ross,0.4318345,Olivier Garraud,0.15
D. Easton,2.855373704,M. H. Gault,176.365795,Ralph J. Coates,0.6419885,Olivier Gires,0.15,Daniel H. Haft,1.555007248,Donald M. Lloyd-Jones,80.888814,JoAnn Coleman,0.431673,Olivier Gires,0.15
P. J. Randle,2.852634058,Edgar F. Meyer,176.2812115,Takehiko Shimanouchi,0.641504,Olivier Gimenez,0.15,Allyson Ross Davies,1.554594683,Michael Ho,80.888814,Patrick Argos,0.4316135,Olivier Gimenez,0.15
Laurence Kennedy,2.852023444,Thomas F. Koetzle,176.2812115,Sheila Scully,0.6412235,Olivier Gheysens,0.15,Daniel T. Colbert,1.554395352,Karen L. Furie,80.888814,Morris J. Karnovsky,0.4314775,Olivier Gheysens,0.15
Richard O. Russell,2.850848163,Mitsuo Tasumi,176.2812115,Pacita L. Roberts,0.641215,Olivier Gevaert,0.15,Lucian L. Leape,1.553462708,T. Bruce Ferguson,80.888814,Andrew P. McMahon,0.431435,Olivier Gevaert,0.15
Herbert A. Simon,2.850101704,John R. Rodgers,176.2812115,Morris J. Karnovsky,0.641164,Olivier George,0.15,D. Lawrence Wickerham,1.551271199,Kurt J. Greenlund,80.888814,P. R. Zimmerman,0.431418,Olivier George,0.15
Linus Pauling,2.848919829,Takehiko Shimanouchi,176.2812115,Folke Skoog,0.6404075,Olivier Geneste,0.15,Vern Paxson,1.550523029,Dariush Mozaffarian,80.888814,J. M. M. Walboomers,0.431197,Olivier Geneste,0.15
James W. Curran,2.848762174,Olga Kennard,176.2812115,Sheldon M. Wolff,0.6402545,Olivier Gascuel,0.15,Jitendra Malik,1.548255739,Giovanni de Simone,80.888814,Michael A. Reidy,0.4310185,Olivier Gascuel,0.15
P.-G. De Gennes,2.847677052,H. Jones,176.2350905,Linda K. McDougal,0.64024175,Olivier Garsmeur,0.15,Sarah Nutland,1.547726326,Earl S. Ford,80.888814,Andrew R. Moss,0.4306105,Olivier Garsmeur,0.15
Nahida H. Gordon,2.846196385,Jackson T. Wright,175.940761,M. B. Panish,0.639974,Olivier Leger,0.15,Mark D. Adams,1.547640345,Randall S. Stafford,80.888814,W. A. Hauser,0.4304915,Olivier Leger,0.15
N. Cabrera,2.844897568,Suzanne Oparil,175.940761,Henry A. Schroeder,0.63988475,Olivier Legrand,0.15,Antman Em,1.5470775,Yuling Hong,80.888814,Claire V. Broome,0.4303045,Olivier Legrand,0.15
Janet M. Corrigan,2.843423115,Daniel W. Jones,175.940761,Günter Blobel,0.6396765,Olivier Lemaire,0.15,Akira Nagafuchi,1.546405959,Graham Nichol,80.888814,Susan D. Hamburger,0.430092,Olivier Lemaire,0.15
Charles Atkinson,2.84015038,Henry R. Black,175.940761,A. F. Huxley,0.6396255,Olivier Lequin,0.15,Phillip D. Zamore,1.546017333,Katherine M. Flegal,80.888814,T. M. L. Wigley,0.430075,Olivier Lequin,0.15
Sam T. Roweis,2.8395101,William C. Cushman,175.940761,Patrick Argos,0.639379,Olivier Pradier,0.15,Robert P. Abelson,1.544444482,Alan S. Go,80.888814,Karl A. Piez,0.430041,Olivier Pradier,0.15
Donald P. Nierlich,2.839109833,Lee A. Green,175.940761,R.A. Demel,0.639073,Olivier Pourquié,0.15,Marie-Angèle Morel,1.544199641,Daniel T. Lackland,80.888814,R. I. Glass,0.4299305,Olivier Pourquié,0.15
Thomas H. Holmes,2.839025583,Edward J. Roccella,175.940761,Norton D. Zinder,0.6385205,Olivier Potterat,0.15,Stefan Taudien,1.543162907,Paul D. Sorlie,80.888814,Toshimasa Ishizaki,0.4297605,Olivier Potterat,0.15
W. H. Zachariasen,2.83889616,Barry J. Materson,175.940761,Gary Felsenfeld,0.638189,Olivier Poch,0.15,Ramzi S. Cotran,1.542942731,Mary M. McDermott,80.888814,G. Ross Heath,0.42975625,Olivier Poch,0.15
Randi Y. Leavitt,2.838299146,George L. Bakris,175.940761,Douglas S. Levine,0.637747,Olivier Ploux,0.15,Stefanie S. Jeffrey,1.54040523,Véronique L. Roger,80.888814,Heinz Wässle,0.429752,Olivier Ploux,0.15
Hailing Hsu,2.836882236,Joseph L. Izzo,175.940761,Earl P. Steinberg,0.6376365,Olivier Piot,0.15,Gary Ruvkun,1.539362192,Steven J. Kittner,80.888814,Håkan Steiner,0.4297265,Olivier Piot,0.15
Robin Milner,2.836583399,Aram V. Chobanian,175.940761,S. E. Sallan,0.63756,Olivier Pierre-Louis,0.15,Allan C. Wilson,1.536909347,R. Swaminathan,80.511346,Marian Carlson,0.4296415,Olivier Pierre-Louis,0.15
L. Di Martino,2.834703892,William P. Reinhardt,174.8550475,Joseph E. Oesterling,0.637271,Olivier Picone,0.15,Quinn L. Deveraux,1.536637202,B. Kohler,80.511346,Carol Nelson-Williams,0.4293525,Olivier Picone,0.15
M. R. Cooper,2.833858,Kurt Wüthrich,174.721538,Stephen M. J. Searle,0.63724125,Olivier Peyruchaud,0.15,Ruslan Medzhitov,1.536176387,David Brewster,80.511346,Angela Granelli-Piperno,0.42933125,Olivier Peyruchaud,0.15
M. Michele Manos,2.833251667,Mary Jane Ferraro,174.1566025,W. W. Douglas,0.6370925,Olivier Perez,0.15,Andrey Sivachenko,1.536118328,D. Forman,80.511346,Barbara F. Reskin,0.429208,Olivier Perez,0.15
Andrew P. Holmes,2.83312257,Ralph E. White,174.01869,Ann Cork,0.63704575,Olivier Pascalis,0.15,Patrick Therasse,1.531097739,M. L. Jackson,80.127758,R. A. Crowther,0.429072,Olivier Pascalis,0.15
Huaiyu Mi,2.832832844,B. E. Conway,174.01869,D. Keilin,0.6366335,Olivier Pascal,0.15,Anita L. Stewart,1.530163329,Rodney A. Brooks,79.910515,Tai-ping Sun,0.4290295,Olivier Pascal,0.15
Gary W. Trucks,2.83260899,Patrick E. Shrout,173.9032175,Joy G. Wells,0.63637,Olivier Parisel,0.15,D. Easton,1.528854731,Mark Weiser,79.9013095,Susan G. Orel,0.4289955,Olivier Parisel,0.15
Emily S. Winn-Deen,2.83157541,S. H. Lin,173.8163815,Barry M. Gumbiner,0.6362085,Olivier Panaud,0.15,Howard A. Eder,1.527884,Alan D. Baddeley,79.1254465,Avram Hershko,0.428919,Olivier Panaud,0.15
Joseph H. Connell,2.828572374,Roger Y. Tsien,171.742594,Ian S. Trowbridge,0.6360215,Olivier Outteryck,0.15,Robert Kamen,1.526401674,White,78.9187265,Curtis G. Hames,0.42879575,Olivier Outteryck,0.15
Barbara J. McNeil,2.82714444,Martin Poenie,171.742594,Emre Kokmen,0.635945,Olivier Ouari,0.15,Ian Dunham,1.526342565,David M. Green,78.766976,Hyun Wha Kim,0.4287915,Olivier Ouari,0.15
Phyllis A. Wingo,2.824978494,J. E. Lennard-Jones,171.5322785,Eddy M. De Robertis,0.635724,Olivier Ormezzano,0.15,David Tilman,1.526324686,David Posada,78.623972,J J Mekalanos,0.428783,Olivier Ormezzano,0.15
Stephen E. Haynesworth,2.824816884,H. Seliger,170.7770705,Chris Kintner,0.63551575,Olivier Nosjean,0.15,Herbert W. Boyer,1.525279496,Keith A. Crandall,78.623972,Xiao Ou Mao,0.4286385,Olivier Nosjean,0.15
Patrick Brill-Edwards,2.824535886,Joshua N. Winn,170.4502795,Michael S. Pessin,0.635282,Olivier Nicole,0.15,Stephen C. Reingold,1.524531324,H. C. Liu,78.6051615,Francis V. Chisari,0.42857475,Olivier Nicole,0.15
C Davies,2.823592865,John D. Joannopoulos,170.4502795,John Doebley,0.63508225,Olivier Proux,0.15,Judah Folkman,1.524174503,Eicke R. Weber,78.6051615,Feja J. Voorhorst,0.42846425,Olivier Proux,0.15
F. Schedin,2.820753576,Steven G. Johnson,170.4502795,George M. Farrow,0.63492075,Olivier R. Busch,0.15,Thomas Jenuwein,1.523701873,Margherita Maffei,78.0394355,Shin Ichi Nishikawa,0.42846,Olivier R. Busch,0.15
O'Donnell Cj,2.818515045,R. Gordon Douglas,170.1601915,F. J. Bollum,0.63447875,Olivier R. Hainaut,0.15,Peter J. Sabo,1.523479583,Yiying Zhang,78.0394355,Dennis A. Senne,0.42844725,Olivier R. Hainaut,0.15
S. Korzeniowski,2.816656527,John E. Bennett,170.1601915,Nicholas B. Lydon,0.63356925,Olivier Rosnet,0.15,James F. Fries,1.521854338,Jeffrey M. Friedman,78.0394355,Paul Forscher,0.42820075,Olivier Rosnet,0.15
Albert H. Coons,2.816585433,Gerald L. Mandell,170.1601915,B Beutler,0.6334715,Olivier Sandre,0.15,Joan Massagué,1.5209068,Marvin Turck,77.9992985,Lila R. Elveback,0.4280945,Olivier Sandre,0.15
Anders Krogh,2.815130131,Hal Morgenstern,168.9490435,William A. Newton,0.6334205,Olivier Sandra,0.15,John A. Pople,1.520856599,William M. M. Kirby,77.9992985,Robert A. Wolfe,0.42801375,Olivier Sandra,0.15
Stacey Gabriel,2.814895681,David G. Kleinbaum,168.9490435,Martin G. Low,0.63327175,Olivier Sanchez,0.15,Anders Krogh,1.519306478,David S. Moss,77.6271175,Kathryn B. Davis,0.4279585,Olivier Sanchez,0.15
Mark A. DePristo,2.814664105,Lawrence L. Kupper,168.9490435,Janet B. Schoenberg,0.63314425,Olivier S. Barnouin,0.15,Randi Y. Leavitt,1.51913439,Roman A. Laskowski,77.6271175,Tucker Collins,0.4279415,Olivier S. Barnouin,0.15
Max Halperin,2.811918438,James J. Gibson,168.9059145,Ralph C. Marcove,0.633106,Olivier Rouvière,0.15,Julian Peto,1.517541145,Janet M. Thornton,77.6271175,Bonnie L. Kemp,0.427916,Olivier Rouvière,0.15
Elisabeth Burdick,2.81065463,James Clerk Maxwell,168.850333,Roger M. Perlmutter,0.6327745,Olivier Rousseaux,0.15,Joanna E. Siegel,1.516631645,Mark Johnson,77.1837575,C. David Allis,0.427882,Olivier Rousseaux,0.15
Minze Stuiver,2.810001908,Thomas H. Jukes,168.793213,Reijo Salovaara,0.632562,Olivier Roupsard,0.15,John Bowlby,1.516169055,Yoav Freund,77.16748,M. A. H. Russell,0.4278735,Olivier Roupsard,0.15
A. P. Alivisatos,2.808312785,J. Michael Cherry,168.455491,Ronald M. Lindsay,0.63223475,Olivier Roubeau,0.15,Edward Witten,1.516004762,Edward O. Wilson,76.7500875,Ashby C. Moncure,0.4278395,Olivier Roubeau,0.15
Joanna E. Siegel,2.806989774,Suzanna E. Lewis,168.455491,James E. Grizzle,0.63212425,Olivier Rosmorduc,0.15,Kirk R. Thomas,1.51542147,Douglas Hanahan,76.7397005,Michael G. Rosenfeld,0.4278055,Olivier Rosmorduc,0.15
Donald Pearson,2.80442505,David P. Hill,168.455491,Hugh A. Edmondson,0.632103,Olivier R. Martin,0.15,Matthew Stephens,1.515008923,Robert A. Weinberg,76.7397005,M D Lane,0.427525,Olivier R. Martin,0.15
Marie-Angèle Morel,2.803511256,Joel E. Richardson,168.455491,Yves-Alain Barde,0.631729,Olivier Rohr,0.15,Joe M. McCord,1.51373865,Chris Brown,76.7220035,A. F. Huxley,0.4275165,Olivier Rohr,0.15
Charles Dauguet,2.803487715,Michael Ashburner,168.455491,Gerald R. Fink,0.6317205,Olivier Roche,0.15,Richard O. Russell,1.513509402,Michael R. Hoffmann,76.51094,Margaret Mallory,0.42719775,Olivier Roche,0.15
George E. Palade,2.8011656,Janan T. Eppig,168.455491,Barry Gumbiner,0.631372,Olivier Rixe,0.15,Monica Williams,1.513118181,Scot T. Martin,76.51094,Pentti K. Siiteri,0.426964,Olivier Rixe,0.15
Mark D. Adams,2.796156234,Andrew Kasarskis,168.455491,Edward F. Bland,0.63119775,Olivier Rieppel,0.15,Alfonse T. Masi,1.51304062,Detlef W. Bahnemann,76.51094,S. J. Galli,0.426879,Olivier Rieppel,0.15
Paul Liska,2.796140875,Gerald M. Rubin,168.455491,C. Conrad Johnston,0.63112125,Olivier Riant,0.15,Francine Brière,1.512365349,Wonyong Choi,76.51094,Philippe Soriano,0.42687475,Olivier Riant,0.15
Alastair Kent,2.795198386,Gavin Sherlock,168.455491,S Gillis,0.63110425,Olivier Renaudet,0.15,Naruya Saitou,1.510161539,Richard A. Johnson,76.405489,D. I. Perrett,0.42678125,Olivier Renaudet,0.15
Zhaodan Cao,2.79504619,Judith A. Blake,168.455491,Brigid L. M. Hogan,0.6310405,Olivier Rascol,0.15,Zhengdong D. Zhang,1.50830627,Michael S. Waterman,76.3142755,Harry S. Wieand,0.426777,Olivier Rascol,0.15
Larry Rubinstein,2.794685651,Catherine A. Ball,168.455491,R. A. B. Ezekowitz,0.630896,Olivier Raineteau,0.15,Shelley E. Taylor,1.507149325,Mark F. Pittenger,76.2999275,Terry P. Snutch,0.426726,Olivier Raineteau,0.15
Jeffrey S. Beck,2.794654598,Kara Dolinski,168.455491,R. K. H. Liem,0.63087475,Olivier Nicolas,0.15,D. C. Wiley,1.506721445,Daniel R. Marshak,76.2999275,Charles Tanford,0.426675,Olivier Nicolas,0.15
J. Richard Hackman,2.793242847,Martin Ringwald,168.455491,Carol Redmond,0.630675,Olivier Nibourel,0.15,Donald P. Nierlich,1.506016833,Joseph D. Mosca,76.2999275,Alexander Mülsch,0.4264455,Olivier Nibourel,0.15
Wendy Winckler,2.792903669,L. Mandel,168.0796975,W. Jackson Hall,0.6305815,Olivier Neyrolles,0.15,Elizabeth Ward,1.505680721,Stewart Craig,76.2999275,T J Brady,0.426437,Olivier Neyrolles,0.15
Graeme A. Reid,2.792852992,John E. Overall,167.988654,Robert Tjian,0.630233,Olivier Lyon-Caen,0.15,Lynn M. Schriml,1.505282234,Andrew G. Barto,76.0427515,Tobias Doerks,0.4264115,Olivier Lyon-Caen,0.15
Thomas J. Palker,2.789775482,David Forman,166.9021415,Donald P. Island,0.629774,Olivier Mathieu,0.15,Mark J. Daly,1.504126797,A. Winkler,75.4731835,Linda M. Pottern,0.426233,Olivier Mathieu,0.15
Pablo Tamayo,2.784441397,Jacques Ferlay,166.9021415,David C. Dahlin,0.6294425,Olivier Martinaud,0.15,Alice C. Young,1.503986173,Anthony B. Miller,75.4731835,Peter S. DiStefano,0.426165,Olivier Martinaud,0.15
Simon L. Howell,2.784338342,Elizabeth Ward,166.9021415,Andrew G. Wallace,0.6294085,Olivier Martin,0.15,K McPherson,1.502248,Barth Hoogstraten,75.4731835,Rudolf Grosschedl,0.42610975,Olivier Martin,0.15
G. D. Farquhar,2.7834836,Ahmedin Jemal,166.9021415,Martha L. Gray,0.629162,Olivier Marre,0.15,George Kuo,1.501346419,H. Seliger,75.196109,Charles A. Chidsey,0.42608,Olivier Marre,0.15
E. Wolf,2.782592706,Berni J. Alder,166.869731,E. S. Dennis,0.6288815,Olivier Marco,0.15,Yuling Hong,1.500812407,G. Mancini,75.1629165,Victor S. Behar,0.4259015,Olivier Marco,0.15
William J. Rutter,2.781115356,Todd R. Golub,166.412771,Arthur A. Serpick,0.62845225,Olivier Marchal,0.15,V. S. Kalyanaraman,1.500311349,Jeffrey S. Beck,75.094721,Elisa Izaurralde,0.4258335,Olivier Marchal,0.15
John C. Doyle,2.776859431,James R. Downing,166.412771,Per Wallén,0.62818875,Olivier Malaise,0.15,J. D. A. Van Embden,1.499346078,Wieslaw J. Roth,75.094721,Patricia Caspar,0.4253405,Olivier Malaise,0.15
J. D. A. Van Embden,2.773933221,Hilary A. Coller,166.412771,R W Davis,0.628176,Olivier M. Vanderveken,0.15,Robert M. Weisskoff,1.496100101,Charles T. Kresge,75.094721,Wayne H. Akeson,0.425332,Olivier M. Vanderveken,0.15
Seymour S. Kety,2.772457458,Mignon L. Loh,166.412771,J. F. B. Mitchell,0.627955,Olivier Lozach,0.15,Joseph Ragaz,1.496033319,Trevor Hastie,75.0354845,Pacita L. Roberts,0.425077,Olivier Lozach,0.15
B. F. Skinner,2.772244063,Michael A. Caligiuri,166.412771,P. Gloor,0.627955,Olivier Maurin,0.15,J Clarke,1.495780444,Fred Ederer,74.969567,L A Herzenberg,0.424975,Olivier Maurin,0.15
E Thomson,2.771018257,Pablo Tamayo,166.412771,Glen W. Sizemore,0.6279465,Olivier Loudet,0.15,Steven L. Salzberg,1.49567253,Sidney J. Cutler,74.969567,E. D. Mellits,0.424856,Olivier Loudet,0.15
David E. Goldberg,2.770855669,Clara D. Bloomfield,166.412771,P Marrack,0.62776375,Olivier Loréal,0.15,Liisa Holm,1.495315449,Sydney Brenner,74.7365735,Claire W. Hallahan,0.424703,Olivier Loréal,0.15
Stephen F. Jencks,2.768812086,Donna K. Slonim,166.412771,John W. Tamkun,0.6276405,Olivier Lortholary,0.15,Ross A. Lippert,1.493947228,Dietrich Stauffer,74.5182765,Valerie A. Fadok,0.4246945,Olivier Lortholary,0.15
Michael C. Jensen,2.768616935,Richard A. Johnson,166.2316445,Timothy J. Dondero,0.62761925,Olivier Loiseleur,0.15,Phyllis A. Wingo,1.493456862,Amnon Aharony,74.5182765,T. F. Freund,0.4246435,Olivier Loiseleur,0.15
Hugo Muench,2.767399414,Barth Hoogstraten,165.894849,Sarah Edkins,0.6273685,Olivier Lidove,0.15,Mark A. Saper,1.49242489,Mark A. Hall,74.4772895,Andrée Dierich,0.4246435,Olivier Lidove,0.15
Ken Dewar,2.765558517,Anthony B. Miller,165.894849,Gary Thurnau,0.627173,Olivier Lichtarge,0.15,Miriam J. Alter,1.49192432,Sarah E. Fowler,74.1626875,Gerald R. Fink,0.42450325,Olivier Lichtarge,0.15
Dmitriy A. Dikin,2.764865056,A. Winkler,165.894849,Jane Wadsworth,0.626969,Olivier Lesur,0.15,A. H.-J. Wang,1.49165707,John M. Lachin,74.1626875,O Hayaishi,0.4242525,Olivier Lesur,0.15
Michael W. Hunkapiller,2.764296774,Michael S. Waterman,165.8644105,Roel Nusse,0.62672675,Olivier Leroy,0.15,Kenneth P. Burnham,1.49026389,Elizabeth A. Walker,74.1626875,David Botstein,0.4242015,Olivier Leroy,0.15
J. F. Forbes,2.763891216,Robert H. Perry,165.468336,J E de Vries,0.6261445,Olivier Mauffret,0.15,Sarah Edkins,1.489681104,William C. Knowler,74.1626875,Marianne Sullivan,0.4240995,Olivier Mauffret,0.15
S. M. Zahurak,2.7634294,Bruce N. Ames,165.46378,Paul Tempst,0.626017,Olivier Maury,0.15,James J. Gibson,1.488722701,Richard F. Hamman,74.1626875,Gordon M. Ringold,0.424006,Olivier Maury,0.15
Earl Hubbell,2.762712215,Roger Penrose,165.0337565,Robert I. Levy,0.6259405,Olivier Muller,0.15,Adam Frankish,1.488702148,David M. Nathan,74.1626875,R. A. B. Ezekowitz,0.423989,Olivier Muller,0.15
John D. Lafferty,2.758645379,J. Peterson,164.921599,William M. McConahey,0.625898,Olivier Mir,0.15,S Mason,1.488574385,Elizabeth Barrett-Connor,74.1626875,Hong Gang Wang,0.42382325,Olivier Mir,0.15
Darren A. Natale,2.757821798,Lee N. Robins,164.614902,John D. Aber,0.62557925,Olivier Mousis,0.15,Ruth E. Ley,1.487539286,V. K. Pecharsky,73.6443235,Jorge J. Yunis,0.4236745,Olivier Mousis,0.15
Seymour Benzer,2.7564162,John E. Helzer,164.614902,Paul A. Reasenberg,0.6255495,Olivier Morel,0.15,Gyorgy Hutvagner,1.486909162,K. A. Gschneidner,73.6443235,Caren Kamberg,0.423666,Olivier Morel,0.15
