avg_PR,avg_PR_val,max_PR,max_PR_val,median_PR,median_PR_val,min_PR,min_PR_val,avg_AR,avg_AR_val,max_AR,max_AR_val,median_AR,median_AR_val,min_AR,min_AR_val
Michael Held,2.721539232,Carmen A. Puliafito,156.2813575,Denis Leung,0.6178315,Ohta M,0.15,Scott L. Weinrich,1.466876394,Genji Matsuda,71.7039435,Eberhard H. Buhl,0.420725,Ohta M,0.15
Linda M. Rolnitzky,2.720776519,James G. Fujimoto,156.2813575,Susan G. Orel,0.616973,Ohta K,0.15,Robert G. Parr,1.466773172,Gerhard Braunitzer,71.7039435,Meredith G. Warshaw,0.4205975,Ohta K,0.15
William H. Dietz,2.719921699,Joel S. Schuman,156.2813575,J Sprent,0.6169645,Ohta H,0.15,Zbyszek Otwinowski,1.466046357,Tetsuo Maita,71.7039435,Brian G. Spratt,0.420164,Ohta H,0.15
U. J. Lewis,2.719566301,Michael R. Hee,156.2813575,Robert C. Harriss,0.6165225,Ohta A,0.15,Michael Fiorino,1.465897278,James B. Wyngaarden,71.7033825,Geoffrey E. Hinton,0.420164,Ohta A,0.15
Nathan Goodman,2.718699426,Andrew Y. Ng,156.1264535,N. M. Le Douarin,0.616514,Ohsuk Kwon,0.15,Stuart McLaren,1.465439713,Charles R. Scriver,71.7033825,Howard Cedar,0.420096,Ohsuk Kwon,0.15
James E. Galagan,2.717313038,Michael I. Jordan,156.1264535,Karen Hsiao,0.61623775,Ohshima T,0.15,Steve Rozen,1.464806893,Irwin Fridovich,71.67699,Rosen Br,0.4198835,Ohshima T,0.15
William H. Habig,2.714887892,Alfonse T. Masi,155.981537,Folke Sjöqvist,0.6160125,Oili Salonen,0.15,Robert Katzman,1.464649848,Joe M. McCord,71.67699,Reto Ruedy,0.4197985,Oili Salonen,0.15
John P. Feighner,2.713998208,Eng M. Tan,155.981537,Anne O'Garra,0.61582975,Oishi K,0.15,Charles H. Hennekens,1.464140488,Pietro Perona,71.6236015,Ralph L. Brinster,0.41979,Oishi K,0.15
J. S. Turner,2.713960685,Robert Winchester,155.981537,Roy J. Britten,0.6157065,Oishi M,0.15,Bruce M. Spiegelman,1.463083311,Jitendra Malik,71.6236015,William S. Lane,0.41976025,Oishi M,0.15
Jinghui Zhang,2.709961447,Norman Talal,155.981537,S. C. Raimondi,0.6155535,Oka T,0.15,Richard C. Graham,1.462972293,John E. Overall,71.527339,Gary G. Borisy,0.419382,Oka T,0.15
J. R. Vane,2.708832917,Naomi F. Rothfield,155.981537,Martin Gellert,0.61491175,Okada S,0.15,Wen Lin Kuo,1.462806703,Michael P. Stern,71.327419,Robert E. Thurman,0.4193395,Okada S,0.15
Forrest E. Kendall,2.704768616,Alan S. Cohen,155.981537,Cochrane Cg,0.614151,Okada N,0.15,Abraham Kagan,1.462721678,Jerry P. Palmer,71.327419,Alan F. Horwitz,0.419331,Okada N,0.15
Kenneth F. Schulz,2.703082696,Yoav Freund,155.4441925,J Wittenberg,0.61393,Okada M,0.15,Kenneth F. Schulz,1.46227253,Noel K. Maclaren,71.327419,M Oren,0.419314,Okada M,0.15
Michael B. Mock,2.699221923,Herbert S. Harned,155.4308815,Jacques Ferlay,0.6137515,Okada K,0.15,Helena Hämäläinen,1.462024992,Philip Raskin,71.327419,Charles B. Carrington,0.4192885,Okada K,0.15
Robert A. Rosati,2.699206898,John Nash,155.300602,Walter H. Ettinger,0.613726,Okada H,0.15,Erin Pleasance,1.461777865,Saul Genuth,71.327419,Andrew J. Elia,0.419263,Okada H,0.15
Edgar F. Meyer,2.695498141,Donald D. Van Slyke,154.193358,D A Galloway,0.613607,Okabe S,0.15,Dennis A. Gilbert,1.461755645,K. G. M. M. Alberti,71.327419,Donald M. Stablein,0.41924175,Okabe S,0.15
Keith J. Worsley,2.694306601,Alan D. Baddeley,153.9663655,Joel Avigan,0.61308425,Okabe M,0.15,Daniel McGee,1.461579262,James R. Gavin,71.327419,Maarit Sarlomo-Rikala,0.419008,Okabe M,0.15
Tina Graves,2.685587835,Trevor Hastie,153.875883,Rosa S. P. Beddington,0.6129355,Okabe K,0.15,Karen Hsiao,1.461255769,Robert A. Rizza,71.327419,Helen Goodell,0.418617,Okabe K,0.15
William R. McCabe,2.684300815,C. Jeffrey Brinker,153.7840745,David P. Byar,0.612672,Oka S,0.15,Timothy B. Stockwell,1.461151788,Richard Kahn,71.327419,Michael Rosbash,0.41853625,Oka S,0.15
Melvin P. Judkins,2.683818267,Takeo Kanade,153.5348545,David M. Eddy,0.6123915,Oivi Uibo,0.15,Jonathan K. Pritchard,1.460823967,Mayer B. Davidson,71.327419,Jun-ichi Tomizawa,0.4185065,Oivi Uibo,0.15
Dennis G. Ballinger,2.681911171,Peter C. O'Brien,153.2244515,Shirley G. Quan,0.612349,Oka M,0.15,Gregory J. Hannon,1.45893625,Ralph A. DeFronzo,71.327419,José A. Campos-Ortega,0.41843,Oka M,0.15
Ralf W. Grosse-Kunstleve,2.681598831,Thomas R. Fleming,153.2244515,Robert R. Linton,0.6122385,Oka H,0.15,Jingtao Sun,1.45874111,Allan L. Drash,71.327419,Ivan Lieberburg,0.418294,Oka H,0.15
K McPherson,2.680425395,Arthur E. Martell,152.2226075,Cecile M. Pickart,0.612026,Oka A,0.15,Scott Schwartz,1.457879625,Steven G. Gabbe,71.327419,E L Reinherz,0.4181835,Oka A,0.15
David P. Reed,2.678616342,Robert M. Smith,152.2226075,Paul R. Whitfeld,0.6119835,Ok-Sun Bang,0.15,Giorgio Cocconi,1.457588657,Erik L. L. Sonnhammer,71.2527975,Jürg Tschopp,0.41779675,Ok-Sun Bang,0.15
Max H. Myers,2.67806692,Torsten N. Wiesel,151.85188,John W. Farquhar,0.6119325,Ok-Sang Jung,0.15,Nicola Mulder,1.456877286,Liisa Holm,71.2527975,J. Alumets,0.4175715,Ok-Sang Jung,0.15
Robert M. Kuhn,2.6779085,Guenter Ahlers,151.706224,Wenbiao Liu,0.611703,Ok-Jun Lee,0.15,Michael H. Kutner,1.456662989,Andreas Heger,71.2527975,Ennapadam Venkatraman,0.41749075,Ok-Jun Lee,0.15
Yasushi Totoki,2.6751203,H. Eugene Stanley,151.706224,Roland Heilig,0.61157125,Ok-Hee Lee,0.15,Bert Sakmann,1.456544238,Robert D. Finn,71.2527975,S Gillis,0.41746525,Ok-Hee Lee,0.15
P. C. Eklund,2.673484762,Richard C. Graham,151.3627475,Geoffrey E. Hinton,0.611363,Ok Ran Lee,0.15,Cliff Tabin,1.45646338,Marco Punta,71.2527975,Judith R. O'Fallon,0.41744825,Ok Ran Lee,0.15
Myron Flickner,2.672308714,Morris J. Karnovsky,151.3627475,Nicholas J. Cowan,0.6113035,Ohshima K,0.15,R. S. J. Frackowiak,1.456073359,Ingram Olkin,71.1840665,James J. Hack,0.4173335,Ohshima K,0.15
Robert P. Gaynes,2.670694413,Cyrus Levinthal,151.159963,Gordon M. Ringold,0.611159,Ohno Y,0.15,S Clarke,1.455728757,Larry V. Hedges,71.1840665,Richard G. Hutchinson,0.417172,Ohno Y,0.15
William N. Anderson,2.66792,Edwin E. Salpeter,150.716331,Mayer Je,0.610989,Okada Y,0.15,Paul E. Meehl,1.454432125,Takeo Kanade,70.9733345,Alan B. Sachs,0.417019,Okada Y,0.15
Saira Salahuddin,2.667266722,Hans A. Bethe,150.716331,George G. Glenner,0.610785,Ohno T,0.15,Brian Haynes,1.453952349,David R. Anderson,70.963653,Judith Ochs,0.41670025,Ohno T,0.15
Betty J. Flehinger,2.664865371,Charles Tanford,150.6983705,Donald R. Senger,0.6105725,Ohad Shemmer,0.15,Taylor A. Sohn,1.453928745,Kenneth P. Burnham,70.963653,George J. Nemo,0.4165515,Ohad Shemmer,0.15
R. Mead,2.663541223,Thomas Wiegand,150.439112,Helen R. Burstin,0.610479,Ohad S. Birk,0.15,Bates Dw,1.453154085,Paul Francis,70.8438625,Mark S. Mooseker,0.4163135,Ohad S. Birk,0.15
Raffaella Sordella,2.662813086,Michael Houghton,150.24113,Ghia Euskirchen,0.610173,Ohad Medalia,0.15,Benoit B. Mandelbrot,1.452291042,Scott Shenker,70.8438625,Adele M. Snowman,0.4161945,Ohad Medalia,0.15
William J. Martone,2.662533468,Qui-Lim Choo,150.24113,Anne H. Fossel,0.6100795,Ohad Cohen,0.15,Deborah R. Shapiro,1.452161102,Michel Raymond,70.3184095,H. Craig,0.416067,Ohad Cohen,0.15
Mary Osborn,2.662054519,Amy J. Weiner,150.24113,Wayne W. Carmichael,0.609272,Oh-Shin Kwon,0.15,Ralph M. Steinman,1.451620688,François Rousset,70.3184095,Solomon H. Snyder,0.41599475,Oh-Shin Kwon,0.15
Erik L. L. Sonnhammer,2.660484295,Daniel W. Bradley,150.24113,J. Alumets,0.609272,Oh-Sang Kwon,0.15,Ali A. Mokdad,1.450489679,Stanley Osher,70.163463,Andreas Festa,0.4158715,Oh-Sang Kwon,0.15
Henry A. Erlich,2.659354638,P. Schuck,149.7970305,Miles Herkenham,0.60925075,Oh-Kil Kim,0.15,H. Gervásio,1.449572727,James A. Sethian,70.163463,Larry Gerace,0.4158545,Oh-Kil Kim,0.15
Paul J. Deutsch,2.659102857,Sewall Wright,149.633363,Adele M. Snowman,0.609017,Oh-Joon Kwon,0.15,J.A. van Dongen,1.44920018,Tatu A. Miettinen,70.1395015,Joan A. Steitz,0.4158205,Oh-Joon Kwon,0.15
G. E. Hutchinson,2.65778625,Scott V. Tingey,149.1726885,C. B. Field,0.608966,Oh-Hoon Kwon,0.15,D. von Fournier,1.448422701,Harvey D. White,70.1395015,Wayne W. Carmichael,0.415404,Oh-Hoon Kwon,0.15
David Altshuler,2.653944053,A. B. P. Lever,148.2104375,Millicent Higgins,0.60857075,Oh Young Bang,0.15,Ronald L. Rivest,1.44790713,Michael Gnant,70.1395015,DeWitt S. Goodman,0.4153275,Oh Young Bang,0.15
Francis M. Miezin,2.650727653,Stuart A. Rice,148.2104375,Carl W. Schmid,0.6084645,Oh Seok Kwon,0.15,George E. Palade,1.4474772,Terje R. Pedersen,70.1395015,Howard A. Schneiderman,0.41507675,Oh Seok Kwon,0.15
Bruce N. Ames,2.648382835,Paul R. Rosenbaum,148.064705,Howard Cedar,0.6082435,Oh Kyoung Kwon,0.15,Martin L. Hooper,1.447153991,John J.V. McMurray,70.1395015,E. Francis Cook,0.41490675,Oh Kyoung Kwon,0.15
S Takashima,2.644966966,Taylor Ja,147.925509,William M. Feinberg,0.60823075,Oh Jeong,0.15,Kiran Garimella,1.446777833,Anders G. Olsson,70.1395015,Bert Sakmann,0.4148685,Oh Jeong,0.15
Robert F. Kibler,2.643901484,Jakob Nielsen,147.7809665,Raleigh A. Bowden,0.6082265,Oh H,0.15,Thomas N. Sato,1.446655407,Kåre Berg,70.1395015,Hans C. Fibiger,0.41484725,Oh H,0.15
Morris J. Karnovsky,2.642970214,K. R. Rao,147.734208,Roger H. Bernier,0.608116,Ogyi Park,0.15,Gordon Saksena,1.446315167,John Kjekshus,70.1395015,Eugenia E. Calle,0.41478775,Ogyi Park,0.15
Chris C A Spencer,2.638573228,N. Ahmed,147.734208,R. A. Crowther,0.607929,Oguz Resat Sipahi,0.15,S Takashima,1.444997042,Ole Faergeman,70.1395015,Robert A. Duce,0.414758,Oguz Resat Sipahi,0.15
John V. Bennett,2.638326772,Michael C. Reed,147.674725,Richard Gorlin,0.607827,Oguz Karabay,0.15,Gitanjali M. Singh,1.442948281,Lars Wilhelmsen,70.1395015,Jean H. Hankin,0.4145965,Oguz Karabay,0.15
Jennifer J. Anderson,2.63711625,Jonathan King,147.0021625,M D Lane,0.6070365,Oguz Akin,0.15,C. K. Osborne,1.442508629,Gudmundur Thorgeirsson,70.1395015,Daniel F. Bowen-Pope,0.4145625,Oguz Akin,0.15
Nancy F. Hansen,2.636765509,George H. Weiss,146.544599,Sune Bergström,0.6070365,Ogura M,0.15,Anne Dornhorst,1.4421794,Kalevi Pyörälä,70.1395015,Samuel A. Latt,0.41407375,Ogura M,0.15
D. Lawrence Wickerham,2.636393792,Eric K. Rideal,145.960921,Rolf Kemler,0.606382,Ohara Augusto,0.15,Ali Zandieh,1.441489183,Thomas D. Cook,70.0540595,David P. Bartel,0.4140185,Ohara Augusto,0.15
James G. Hirsch,2.635282574,R. Atkinson,145.939807,Aaron L. Halpern,0.60593575,Ohara K,0.15,P. G. Smith,1.44121815,James C. Anderson,69.5117,Sylvia Hoffstein,0.41398875,Ohara K,0.15
Joe M. McCord,2.63463365,John McCarthy,145.513855,Glenn E. Sheline,0.6059145,Ohara S,0.15,G. Bonadonna,1.440412071,Heather S. Duffy,69.4777255,Mark A. Krasnow,0.41368275,Ohara S,0.15
Eric A. Swanson,2.633347097,Anders Krogh,145.302086,Kristina N. Sigmon,0.60566375,Ohman Em,0.15,Erding Hu,1.440396475,Norman Fleischer,69.4777255,Alex Goldfarb,0.4136445,Ohman Em,0.15
Katherine S. Elliott,2.63197957,Andrew Weiss,145.076819,John M.C. Gutteridge,0.6055065,Ohno R,0.15,William J. Rutter,1.440384258,Morris J. Karnovsky,69.406215,S. J. Bame,0.4136275,Ohno R,0.15
Mark Weiser,2.63176265,F. Barre-Sinoussi,145.075153,Harry S. Wieand,0.60542575,Ohno M,0.15,Janan T. Eppig,1.440361556,Richard C. Graham,69.406215,E J Brown,0.4135595,Ohno M,0.15
Marianne Kearney,2.631234045,Charles Dauguet,145.075153,Michael Gent,0.60525575,Ohno K,0.15,L. J. Ignarro,1.439984474,A. Bondi,69.2809505,Kaplan No,0.4135425,Ohno K,0.15
Daphne W. Bell,2.631049347,Luc Montagnier,145.075153,Sonja M. McKinlay,0.605243,Ohnishi T,0.15,Jeffrey A. Cutler,1.438873498,Gerald M. Reaven,69.219096,Jonathon D. Sedgwick,0.4135255,Ohnishi T,0.15
J.-C. Gazet,2.629873072,Chermann Jc,145.075153,S. J. Galli,0.6046905,Ohnishi M,0.15,David Beach,1.438004488,Fredrik Ronquist,68.788384,M. Karplus,0.4134405,Ohnishi M,0.15
Peter J. Turnbaugh,2.629675627,Willy Rozenbaum,145.075153,Robert Haake,0.604665,Ohnishi K,0.15,Frank Delaglio,1.437669667,John P. Huelsenbeck,68.788384,Doyle J. Evans,0.4133725,Ohnishi K,0.15
Ilya Spigland,2.628874,Solange Chamaret,145.075153,Sohaila Rastan,0.60461825,Ohmura Y,0.15,J. Gillis,1.436338043,Nello Cristianini,68.7538825,James R. Gnarra,0.413364,Ohmura Y,0.15
M. Y. Kim,2.626587266,Christine Rouzioux,145.075153,J. M. Bland,0.604376,Ohmori K,0.15,Nancy A. Thornberry,1.435930616,Masao Doi,68.726283,Catherine S. Berkey,0.413347,Ohmori K,0.15
Stuart Bunting,2.622515967,Jitendra Malik,144.7049865,G. Denman Hammond,0.6042485,Ohkubo T,0.15,Steven R. Gill,1.435841005,Charles P. Lin,68.6808845,Robert H. Wurtz,0.4132535,Ohkubo T,0.15
Deborah R. Shapiro,2.619901331,Pietro Perona,144.7049865,Bruce M. Spiegelman,0.604121,Ohashi H,0.15,Richard Breathnach,1.435211527,Eric A. Swanson,68.6808845,J E de Vries,0.413211,Ohashi H,0.15
Antman Em,2.617916667,H. Murayama,144.0956045,Parks Ag,0.6038235,Ohkubo H,0.15,Valerie A. Fadok,1.435137592,Carmen A. Puliafito,68.6808845,Shirley G. Quan,0.4131855,Ohkubo H,0.15
Werner Risau,2.615815954,M. Roos,144.0956045,David R. Wolstenholme,0.60372575,Ohgi Takahashi,0.15,Daniel W. Bradley,1.434792925,Joel S. Schuman,68.6808845,Wishwa N. Kapoor,0.41316425,Ohgi Takahashi,0.15
Donald D. Newmeyer,2.614986066,Donald E. Groom,144.0956045,Noël P. Burtt,0.60370875,Ohgaki K,0.15,George G. J. M. Kuiper,1.434376825,David Huang,68.6808845,Jeffrey M. Leiden,0.4129475,Ohgaki K,0.15
J. Milburn Jessup,2.613991265,S. Eidelman,144.0956045,Anita B. Roberts,0.6033815,Ohga S,0.15,Andrew J. Mungall,1.433516338,James G. Fujimoto,68.6808845,Jason G. Cyster,0.4128455,Ohga S,0.15
J Clarke,2.613477398,R. Crawford,144.0956045,B. D. Harrison,0.6033645,Oheneba Boachie-Adjei,0.15,Marek Kubin,1.433222606,Michael R. Hee,68.6808845,John B. Penney,0.412684,Oheneba Boachie-Adjei,0.15
Robert A. Weinberg,2.611822237,A. Gurtu,144.0956045,William E. Dismukes,0.60330925,Ohene Adjei,0.15,Mark Yandell,1.432978183,Eduardo D. Sontag,68.655903,Richard P. Bunge,0.4125735,Ohene Adjei,0.15
Eric W. Wong,2.611736142,M. Aguilar-Benitez,144.0956045,Herbert E. Griswold,0.603254,Ohashi N,0.15,Maurizio Belfiglio,1.432953418,Simon G. Thompson,68.6038915,S. M. Haffner,0.4124715,Ohashi N,0.15
David J. Spiegelhalter,2.611695327,Keith A. Olive,144.0956045,Michael P. Stern,0.603101,Ohashi K,0.15,Michael W. Hunkapiller,1.43252917,Julian P T Higgins,68.6038915,David F. Williamson,0.412463,Ohashi K,0.15
Saul Genuth,2.610215377,P. K. Gupta,143.911775,Pius Loetscher,0.60281625,Okada T,0.15,Albert-László Barabási,1.431871796,Jonathan J Deeks,68.6038915,Richard E. Nisbett,0.41240775,Okada T,0.15
John Nash,2.60876435,M. Mohan,143.911775,C De Laet,0.6017835,Okajima E,0.15,Allen Newell,1.431449075,Andrew Gelman,68.1878675,Laura Liberman,0.41233125,Okajima E,0.15
Judah Folkman,2.60680186,William J. Kaiser,143.8981495,G. A. R. Johnston,0.6017665,Oliver Borst,0.15,Daniel I. Arnon,1.43050344,Jianbo Shi,68.1167055,Omana V. Nainan,0.41219525,Oliver Borst,0.15
Clifton F. Mountain,2.605928982,Walter M. Fitch,143.630629,Richard P. Bunge,0.60143925,Ola A. Selnes,0.15,Santos A. Susin,1.430042917,Thomas H. Holmes,67.9661195,J. P. Grime,0.4121145,Ola A. Selnes,0.15
P. Andrew Futreal,2.604808273,E. Margoliash,143.630629,Barclay An,0.6013925,Ola Sandgren,0.15,Federico Girosi,1.42928729,Michael C. Jensen,67.9616315,Sohaila Rastan,0.4116555,Ola Sandgren,0.15
Aram V. Chobanian,2.602793003,Yiying Zhang,142.9766815,J. M. Tiedje,0.6012055,Ola Samuelsson,0.15,Arthur M. Sobol,1.426691053,Robert M. Silverstein,67.794224,Renée K. Margolis,0.4116555,Ola Samuelsson,0.15
C. Pennypacker,2.60117319,Margherita Maffei,142.9766815,Ronald K. Ross,0.6008655,Ola Persson,0.15,Michael L. Frigge,1.425704225,Albert-László Barabási,67.745162,Martin Gellert,0.4116215,Ola Persson,0.15
Stanley L. Wallace,2.59987595,Jeffrey M. Friedman,142.9766815,Solomon H. Snyder,0.600381,Ola Nilsson,0.15,Sheila Scully,1.425614676,Ralph M. Steinman,67.456026,Earl L. Diamond,0.4116045,Ola Nilsson,0.15
Auke Tellegen,2.597432744,Stanley S. Ballard,142.6781105,J. John Sepkoski,0.6002705,Ola Myklebost,0.15,Miller Ja,1.424285282,Jacques Banchereau,67.456026,Shuster Jj,0.411477,Ola Myklebost,0.15
K Matsushima,2.596656845,David Harel,142.5917165,Robert A. Briggaman,0.600126,Ola M. Johannessen,0.15,Tracy M. Bryan,1.42300471,Ronald H. Reeder,67.1724575,Pieter Dikkes,0.41145575,Ola M. Johannessen,0.15
S Mason,2.596312009,A. Bondi,142.1459425,J J Mekalanos,0.6000835,Ola Larsson,0.15,Gary Struhl,1.422880345,Terence Tao,67.08767,Risa B. Mann,0.411443,Ola Larsson,0.15
Lynn M. Schriml,2.596081258,Peter Naur,141.7995505,Christie Kovar,0.600024,Ola Landgren,0.15,Wieslaw J. Roth,1.422089059,Michael J. S. Dewar,67.067372,Ke Shuai,0.411358,Ola Landgren,0.15
Joseph Berkson,2.594840866,C. Katz,141.7995505,Robert P. Gaynes,0.5996245,Ola Junghard,0.15,John C. Cassel,1.421563254,Kenneth S. Kendler,66.934738,Sacha Lucchini,0.4112985,Ola Junghard,0.15
A. H.-J. Wang,2.594211508,Russell Ross,141.669424,Lucien J. Rubinstein,0.5994545,Ola Hermanson,0.15,James K. V. Willson,1.420725981,Ronald C. Kessler,66.934738,Carol A. Kelly,0.4109245,Ola Hermanson,0.15
Charles H. Hennekens,2.593866512,Axel T. Brunger,141.578423,Susan D. Hamburger,0.5992505,Ola Hansson,0.15,Douglas J. Schwartzentruber,1.420085658,Michael Hughes,66.934738,John H. Lawton,0.41066525,Ola Hansson,0.15
Rhian Gwilliam,2.587334681,Colin Eaborn,141.3343625,Earl W. Davie,0.5986215,Ola Hammarsten,0.15,Kate Downes,1.41920453,Hans-Ulrich Wittchen,66.934738,Adrian Bird,0.410644,Ola Hammarsten,0.15
Rodrigo Lopez,2.586139336,Thomas D. Cook,141.308769,Holger W. Jannasch,0.5984685,Ola H. Skjeldal,0.15,Howard H. Hiatt,1.418619214,J. Gillis,66.7998175,Mia J. Tegner,0.4106355,Ola H. Skjeldal,0.15
Oliver Schwardt,2.585861393,Heather McKay,141.1256875,Caren Kamberg,0.59846,Ola Gjesdal,0.15,Barbara E. Stranger,1.418367098,Ryo Sato,66.72132,Lucien J. Rubinstein,0.410525,Ola Gjesdal,0.15
Stefan Taudien,2.585260914,M. Carlson,140.4365415,Councilman Morgan,0.598358,Ola Forslund,0.15,Marc Zabeau,1.416992044,Tsuneo Omura,66.72132,Gary S. Ditta,0.410525,Ola Forslund,0.15
Edmund G. Lowrie,2.583386357,Z. Wang,140.4365415,P. R. Zimmerman,0.59829,Ola Engkvist,0.15,Earl Hubbell,1.416804692,Richard J. Havel,66.64941,P. J. Sellers,0.4105165,Ola Engkvist,0.15
Ian Dunham,2.583294899,William Weiss,140.4365415,Louis B. Flexner,0.5982305,Ola E. Dahl,0.15,Yasunori Ogura,1.416697625,Howard A. Eder,66.64941,Yolande Surdin-Kerjan,0.410355,Ola E. Dahl,0.15
Kim Rutherford,2.582674827,R. J. Collins,140.3015785,Grant W. Liddle,0.5978395,Ola Didrik Saugstad,0.15,Hongjie Dai,1.416527831,Yihui Ding,66.627701,William F. Novotny,0.410355,Ola Didrik Saugstad,0.15
Douglas T. Ross,2.580613991,Bertil Hille,139.0708805,P. M. Sheppard,0.59758875,Ola Brodin,0.15,Yuri Lazebnik,1.41647826,X. Dai,66.627701,Liesi E. Hebert,0.410253,Ola Brodin,0.15
Frederic M. Richards,2.57907627,James S. Coleman,138.9071365,Ralph L. Brinster,0.5972445,Ola Söderberg,0.15,Joan Keesey,1.416345805,Tomoh Masaki,66.534082,H. de Lencastre,0.410015,Ola Söderberg,0.15
Jonathan Butler,2.578935462,Charles T. Kresge,138.891505,James Lubitz,0.5971,Ola Weiland,0.15,David J. Spiegelhalter,1.416106093,Hiroki Kurihara,66.534082,Louis F. Reichardt,0.40995125,Ola Weiland,0.15
Joseph Ragaz,2.578718773,Wieslaw J. Roth,138.891505,Stanislas du Manoir,0.5970235,Ola Winqvist,0.15,John C. Khoo,1.41586012,Sadao Kimura,66.534082,Peter Mombaerts,0.409947,Ola Winqvist,0.15
Basil M. Rifkind,2.578439214,Jeffrey S. Beck,138.891505,Emad S. Alnemri,0.596998,Olaf Dirsch,0.15,Sarah S. Murray,1.414953386,Youji Mitsui,66.534082,Josiane Ménissier-de Murcia,0.409896,Olaf Dirsch,0.15
Mark F. Pittenger,2.57688324,T. A. Skotheim,138.78942,Rodrigo Bravo,0.5968535,Olaf Heidenreich,0.15,Patrick Brill-Edwards,1.412744789,Yoshio Yazaki,66.534082,Stanislaw Krajewski,0.4098365,Olaf Heidenreich,0.15
D. C. Wiley,2.576112616,John R. Reynolds,138.78942,Hans Kende,0.5966665,Olaf Hauk,0.15,James Kennedy,1.412713216,Katsutoshi Goto,66.534082,Matthew M. Rechler,0.409811,Olaf Hauk,0.15
Robert E. Bruccoleri,2.575541097,Youji Mitsui,138.5158985,Martin E. Hemler,0.596522,Olaf H. Klungel,0.15,Cladd E. Stevens,1.410687406,Masashi Yanagisawa,66.534082,Elaine Rands,0.40959425,Olaf H. Klungel,0.15
Morten Kjeldgaard,2.572254769,Katsutoshi Goto,138.5158985,S. M. Haffner,0.59642,Olaf H. Drummer,0.15,Lon R. Cardon,1.409993022,William H. Prusoff,66.502649,Peter Marler,0.4093605,Olaf H. Drummer,0.15
Fred Ramsdell,2.571669508,Masashi Yanagisawa,138.5158985,David R. Compton,0.596352,Olaf Guckelberger,0.15,Yunzhen Cao,1.409264634,E. Kellenberger,66.4904175,T. M. Embley,0.4092245,Olaf Guckelberger,0.15
Lynn R. Sykes,2.571497118,Yoshio Yazaki,138.5158985,Morten Hentzer,0.596335,Olaf Gjerløw Aasland,0.15,Edmund G. Lowrie,1.408458483,F. P. Bowden,66.2402795,Jana S. McBride,0.40921175,Olaf Gjerløw Aasland,0.15
John M. Darley,2.570817352,Sadao Kimura,138.5158985,P. G. Simmonds,0.59626275,Olaf Gefeller,0.15,Jeremy D. Glasner,1.408343047,Pravin M. Shah,66.1956035,Jean-Claude Courvalin,0.40895675,Olaf Gefeller,0.15
Nathan Maccoby,2.570713692,Tomoh Masaki,138.5158985,Helen Wendler Deane,0.596097,Olaf Fuhr,0.15,Kazuhiko Kawasaki,1.406772452,Nelson B. Schiller,66.1956035,James P. Whitlock,0.408927,Olaf Fuhr,0.15
Katsuaki Hoshino,2.569666723,Hiroki Kurihara,138.5158985,J. Michael Lazarus,0.595859,Olaf Dammann,0.15,M Fernandez,1.406589296,Norman H. Silverman,66.1956035,Alan M. Stall,0.40890575,Olaf Dammann,0.15
Sheila Seal,2.569269571,Louis Fieser,138.165231,Leonard A. Cobb,0.595655,Oladosu Ojengbede,0.15,Heidi Greulich,1.406582792,A. Jamil Tajik,66.1956035,Thomas W. Schoener,0.4088675,Oladosu Ojengbede,0.15
J.Ward Kennedy,2.568820126,Mary Fieser,138.165231,Jay D. Wenger,0.5955955,Olaf Conrad,0.15,Frank E. Speizer,1.406480771,Richard B. Devereux,66.1956035,Patrick O. Brown,0.408842,Olaf Conrad,0.15
Amy A. Caudy,2.568772143,Georg Kresse,137.7471925,E. M. De Robertis,0.595519,Olaf Burghaus,0.15,James H. Stock,1.406074649,David J. Sahn,66.1956035,Paul E. Sawchenko,0.4086295,Olaf Burghaus,0.15
Barry A. Morgan,2.568553025,David P. Bartel,137.732479,Harold F. Dvorak,0.595315,Olaf Blanke,0.15,Marianne Sullivan,1.406037656,Michael H. Crawford,66.1956035,Kara Dolinski,0.40858275,Olaf Blanke,0.15
Jon Teague,2.5684965,Ning Cai,137.534259,A. H. Conney,0.59509825,Olaf Bergmann,0.15,M Klagsbrun,1.404518586,Nathaniel Reichek,66.1956035,W. W. Douglas,0.40855725,Olaf Bergmann,0.15
Donald E. Groom,2.568186705,Andrew G. Barto,137.4873815,Charles W. Vaughan,0.59496225,Olaf Bergeim,0.15,Daniel Shoemaker,1.404215145,Harvey Feigenbaum,66.1956035,Herman A. Tyroler,0.4082725,Olaf Bergeim,0.15
Jim Gray,2.567618352,Joe M. McCord,137.2235755,Kenneth D. Paull,0.594601,Olaf B. Paulson,0.15,Martin Fishbein,1.403756521,Anthony N. DeMaria,66.1956035,Helen R. Burstin,0.408264,Olaf B. Paulson,0.15
Eladio Viñuela,2.56726173,Irwin Fridovich,137.2235755,Mark E. Ewen,0.5944395,Olaf Ansorge,0.15,Andrew B. Lassar,1.4035341,Warren J. Hehre,66.0595015,Thomas K. Tatemichi,0.4080515,Olaf Ansorge,0.15
M. A. Fiatarone,2.563619018,Howard A. Eder,137.171462,Meredith G. Warshaw,0.5943885,Olaf A. Bodamer,0.15,Earl W. Sutherland,1.403233271,John Bowlby,65.9591165,Dennis D.M. O'Leary,0.407941,Olaf A. Bodamer,0.15
