"name","num_pubs_pre","avg_PR_pre","max_PR_pre","median_PR_pre","num_pubs_post","avg_PR_post","max_PR_post","median_PR_post"
"Erhu Cao","4","0.61866025","1.0269705","0.5337452500000002","1","0.1609055","0.1609055","0.1609055"
"Julie-Aurore Losman","3","0.30638583333333336","0.6191575","0.15000000000000002","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Felipe Mora-Bermúdez","1","0.613386","0.613386","0.613386","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Steven Grangé","1","0.211812","0.211812","0.211812","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"S Moulder","1","0.15000000000000002","0.15000000000000002","0.15000000000000002","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Isabelle Vallet-Gely","2","0.36161600000000005","0.47041600000000006","0.36161600000000005","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"David W. Cescon","4","0.21259187499999999","0.28148650000000003","0.2094405","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Salvatore Cortellino","2","1.321096","2.197463","1.321096","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Gerhard Sengle","6","0.33339175000000004","0.521637","0.289672","1","0.15430950000000002","0.15430950000000002","0.15430950000000002"
"Keary M. Engle","6","0.9362585000000001","1.5143095","0.9907987500000002","5","0.18940260000000003","0.319133","0.15997050000000002"
"Jesus Gomeza","4","1.2142935","1.7991359999999998","1.454019","1","0.17737000000000003","0.17737000000000003","0.17737000000000003"
"Hosea M. Nelson","4","0.307549625","0.40071599999999996","0.30889475","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Sebastian E. Winter","5","0.7243671","1.9654045","0.2785965000000001","2","0.15027200000000002","0.150544","0.15027200000000002"
"Soto-Pantoja","1","0.16899750000000002","0.16899750000000002","0.16899750000000002","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Iain R. Greig","1","0.28088300000000005","0.28088300000000005","0.28088300000000005","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Giuseppe La Regina","12","0.3534822083333333","0.689954","0.32658750000000003","1","0.153264","0.153264","0.153264"
"Reginald Ewesuedo","1","0.15000000000000002","0.15000000000000002","0.15000000000000002","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Christopher C. Oakes","5","0.3803959","0.8303484999999999","0.24923750000000003","1","0.15321300000000002","0.15321300000000002","0.15321300000000002"
"Gerald Moncayo","1","0.15000000000000002","0.15000000000000002","0.15000000000000002","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Aziz Nazha","21","0.15301345238095237","0.178237","0.15000000000000002","1","0.15489600000000003","0.15489600000000003","0.15489600000000003"
"Tamar Uziel","4","1.446681375","3.822476","0.90712475","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
"Marcos G. Suero","1","0.869406","0.869406","0.869406","3","0.1507791666666667","0.15233750000000004","0.15000000000000002"
"Eva Kudova","1","0.16153450000000003","0.16153450000000003","0.16153450000000003","1","0.15000000000000002","0.15000000000000002","0.15000000000000002"
